id,timestamp,prob,type
IV.FDMO.,2016-10-30 05:26:24.710,0.8617517,p
IV.FDMO.,2016-10-30 05:26:27.590,0.6948165,s
IV.FDMO.,2016-10-30 05:27:49.800,0.90603065,p
IV.FDMO.,2016-10-30 05:28:59.380,0.50949234,s
IV.FDMO.,2016-10-30 05:30:48.800,0.89682007,p
IV.FDMO.,2016-10-30 05:30:52.400,0.6950731,s
IV.FDMO.,2016-10-30 05:31:35.610,0.8518308,p
IV.FDMO.,2016-10-30 05:31:38.530,0.703008,s
IV.FDMO.,2016-10-30 05:31:55.760,0.65940434,p
IV.FDMO.,2016-10-30 05:31:58.610,0.76730263,s
IV.FDMO.,2016-10-30 05:33:53.670,0.8553782,p
IV.FDMO.,2016-10-30 05:33:56.150,0.654807,s
IV.FDMO.,2016-10-30 05:34:31.620,0.5535928,p
IV.FDMO.,2016-10-30 05:34:38.670,0.5007605,s
IV.FDMO.,2016-10-30 05:35:33.700,0.534418,p
IV.FDMO.,2016-10-30 05:37:11.690,0.74158615,p
IV.FDMO.,2016-10-30 05:38:22.540,0.5035823,p
IV.FDMO.,2016-10-30 05:39:47.190,0.8547575,p
IV.FDMO.,2016-10-30 05:40:26.620,0.69697887,p
IV.FDMO.,2016-10-30 05:41:41.990,0.53928274,p
IV.FDMO.,2016-10-30 05:41:45.190,0.65120137,s
IV.FDMO.,2016-10-30 05:42:56.740,0.78658843,p
IV.FDMO.,2016-10-30 05:44:09.980,0.88511646,p
IV.FDMO.,2016-10-30 05:44:10.920,0.9347333,s
IV.FDMO.,2016-10-30 05:45:25.880,0.85136545,p
IV.FDMO.,2016-10-30 05:46:19.330,0.6226009,s
IV.FDMO.,2016-10-30 05:47:49.990,0.6259313,s
IV.FDMO.,2016-10-30 05:49:53.760,0.52011013,p
IV.FDMO.,2016-10-30 05:50:42.390,0.6755255,p
IV.FDMO.,2016-10-30 05:51:10.380,0.9218407,p
IV.FDMO.,2016-10-30 05:52:10.900,0.80844647,p
IV.FDMO.,2016-10-30 05:52:13.350,0.6229193,s
IV.FDMO.,2016-10-30 05:52:27.120,0.8397834,p
IV.FDMO.,2016-10-30 05:52:29.040,0.7665857,s
IV.FDMO.,2016-10-30 05:53:04.120,0.833053,p
IV.FDMO.,2016-10-30 05:53:05.190,0.6571229,s
IV.FDMO.,2016-10-30 05:55:22.050,0.8440677,p
IV.FDMO.,2016-10-30 05:55:23.110,0.7498983,s
IV.FDMO.,2016-10-30 05:56:39.590,0.9427681,p
IV.FDMO.,2016-10-30 05:56:40.120,0.50995344,s
IV.FDMO.,2016-10-30 06:00:22.960,0.65791625,p
IV.FDMO.,2016-10-30 06:00:24.710,0.6831274,s
IV.FDMO.,2016-10-30 06:02:41.680,0.60932887,p
IV.FDMO.,2016-10-30 06:04:13.170,0.96972567,p
IV.FDMO.,2016-10-30 06:04:17.050,0.8122984,s
IV.FDMO.,2016-10-30 06:06:34.560,0.6337843,p
IV.FDMO.,2016-10-30 06:06:36.620,0.6995015,s
IV.FDMO.,2016-10-30 06:10:32.790,0.93659973,p
IV.FDMO.,2016-10-30 06:10:34.890,0.9083541,s
IV.FDMO.,2016-10-30 06:11:15.090,0.5784825,p
IV.FDMO.,2016-10-30 06:12:30.270,0.81107765,p
IV.FDMO.,2016-10-30 06:12:54.150,0.7700308,p
IV.FDMO.,2016-10-30 06:12:55.260,0.6473898,s
IV.FDMO.,2016-10-30 06:14:56.200,0.93629026,p
IV.FDMO.,2016-10-30 06:14:57.010,0.8465776,s
IV.FDMO.,2016-10-30 06:16:10.010,0.6325895,s
IV.FDMO.,2016-10-30 06:16:30.540,0.9773293,p
IV.FDMO.,2016-10-30 06:16:31.450,0.94519794,s
IV.FDMO.,2016-10-30 06:18:10.810,0.81477356,p
IV.FDMO.,2016-10-30 06:18:13.430,0.7841723,s
IV.FDMO.,2016-10-30 06:19:58.360,0.5503547,p
IV.FDMO.,2016-10-30 06:20:02.050,0.5999953,s
IV.FDMO.,2016-10-30 06:20:14.900,0.50228846,p
IV.FDMO.,2016-10-30 06:21:04.260,0.65435123,p
IV.FDMO.,2016-10-30 06:21:07.390,0.55255747,s
IV.FDMO.,2016-10-30 06:22:30.340,0.63777286,p
IV.FDMO.,2016-10-30 06:22:31.340,0.5636975,s
IV.FDMO.,2016-10-30 06:27:43.270,0.72790164,p
IV.FDMO.,2016-10-30 06:27:46.160,0.63911325,s
IV.FDMO.,2016-10-30 06:31:03.130,0.9192238,p
IV.FDMO.,2016-10-30 06:31:03.970,0.70720816,s
IV.FDMO.,2016-10-30 06:31:23.250,0.7402123,p
IV.FDMO.,2016-10-30 06:31:25.420,0.81475633,s
IV.FDMO.,2016-10-30 06:33:11.030,0.51134,p
IV.FDMO.,2016-10-30 06:33:57.240,0.92524946,p
IV.FDMO.,2016-10-30 06:33:58.130,0.7552295,s
IV.FDMO.,2016-10-30 06:34:36.960,0.9708141,p
IV.FDMO.,2016-10-30 06:34:40.360,0.8648282,s
